index,cell_type,category,target_cell_type,general_cell_type,parental_cell_type,donor_tissue,CellType,Treatment,progenitor cell type,Comment,SRR_accession,QC_summary,SRX_accession,SRS_accession,SRP_accession,GSE_accession,Sample_name,Library_name,SampleName,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
33,ESC,standard,NA,ESC,NA,,ESC,untreated,,"H1, undifferentiated H1 hESCs",SRR037179,"WARN(1,3,4,5,6,7)",SRX017373,SRS011898,SRP002079,GSM517437,GSE20301,hESC_B_p1_1 (Illumina),GSM517437,2010-03-10 14:47:17,2014-05-26 21:50:14,4172851,146049785,0,35,61,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-1/SRR037179/SRR037179.3,hESC_B_p1_1 (Illumina),RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina Genome Analyzer II,SRP002079,PRJNA125337,2,125337,SRS011898,SAMN00009667,simple,9606,Homo sapiens,,,,,,,no,,,,,GEO,SRA012181,,public,0358D174916CA54E436E713A4D7D2B7F,8C9A67777E341C939265DB010D72644E
34,ESC,standard,NA,ESC,NA,,ESC,untreated,,"H1, undifferentiated H1 hESCs",SRR037180,"WARN(1,3,4,5,6,7)",SRX017373,SRS011898,SRP002079,GSM517437,GSE20301,hESC_B_p1_1 (Illumina),GSM517437,2010-03-11 02:03:19,2014-05-26 21:50:22,4497626,157416910,0,35,64,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-1/SRR037180/SRR037180.3,hESC_B_p1_1 (Illumina),RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina Genome Analyzer II,SRP002079,PRJNA125337,2,125337,SRS011898,SAMN00009667,simple,9606,Homo sapiens,,,,,,,no,,,,,GEO,SRA012181,,public,7F738996228F139644C206F3B9C42857,315281F5F4A0A3B6828F331D702D69F6
35,ESC,standard,NA,ESC,NA,,ESC,untreated,,"H1, undifferentiated H1 hESCs",SRR037181,"WARN(1,3,4,5,6,7)",SRX017373,SRS011898,SRP002079,GSM517437,GSE20301,hESC_B_p1_1 (Illumina),GSM517437,2010-03-11 02:03:31,2014-05-26 21:50:16,3404103,119143605,0,35,49,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-1/SRR037181/SRR037181.3,hESC_B_p1_1 (Illumina),RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina Genome Analyzer II,SRP002079,PRJNA125337,2,125337,SRS011898,SAMN00009667,simple,9606,Homo sapiens,,,,,,,no,,,,,GEO,SRA012181,,public,E7D84429E2EC435C816915E10E7C72A7,9444DB08C430FB9206596002C6E8FBC8
36,ESC,standard,NA,ESC,NA,,ESC,untreated,,"H1, undifferentiated H1 hESCs",SRR037182,"WARN(1,3,4,5,6,7)",SRX017372,SRS011898,SRP002079,GSM517437,GSE20301,hESC_B_p1_1 (Illumina),GSM517437,2010-03-11 02:03:34,2014-05-26 21:50:25,4484937,121093299,0,27,79,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-1/SRR037182/SRR037182.3,hESC_B_p1_1 (Illumina),RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina Genome Analyzer II,SRP002079,PRJNA125337,2,125337,SRS011898,SAMN00009667,simple,9606,Homo sapiens,,,,,,,no,,,,,GEO,SRA012181,,public,5BCE3DFA687418E52284848E9AE4E0A0,7A50D101D665E1FC444752F47C875F2D
37,ESC,standard,NA,ESC,NA,,ESC,untreated,,"H1, undifferentiated H1 hESCs",SRR037185,"WARN(1,3,4,5,6,7)",SRX017372,SRS011898,SRP002079,GSM517437,GSE20301,hESC_B_p1_1 (Illumina),GSM517437,2010-03-10 14:51:10,2014-05-26 21:50:26,4340208,117185616,0,27,57,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-1/SRR037185/SRR037185.3,hESC_B_p1_1 (Illumina),RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina Genome Analyzer II,SRP002079,PRJNA125337,2,125337,SRS011898,SAMN00009667,simple,9606,Homo sapiens,,,,,,,no,,,,,GEO,SRA012181,,public,528160C24D06C92A3CF09F8047F89279,900A637486E88183631BB9DFC06C1310
38,ESC,standard,NA,ESC,NA,,ESC,untreated,,"H1, undifferentiated H1 hESCs",SRR037188,"WARN(1,3,4,5,6,7)",SRX017372,SRS011898,SRP002079,GSM517437,GSE20301,hESC_B_p1_1 (Illumina),GSM517437,2010-03-10 15:14:03,2014-05-26 21:50:31,5028793,135777411,0,27,76,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-1/SRR037188/SRR037188.3,hESC_B_p1_1 (Illumina),RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina Genome Analyzer II,SRP002079,PRJNA125337,2,125337,SRS011898,SAMN00009667,simple,9606,Homo sapiens,,,,,,,no,,,,,GEO,SRA012181,,public,42439EC0A486F93BE0247BFC5B90D1ED,E26A887D87B6DA8D9D5B0ED338A5DDCD
39,ESC,standard,NA,ESC,NA,,ESC,untreated,,H9,SRR4408340,"WARN(4,6)",SRX2234712,SRS1735740,SRP091319,Human H9 (WA09) hESC cell line,,H9_Stem_Cells_1,Human H9 (WA09) hESC cell line,2017-04-10 00:00:47,2016-10-10 06:41:58,21762793,2172590264,0,99,1278,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-1/SRR4408340/SRR4408340.1,H9_Stem_Cells_1,RNA-Seq,RANDOM,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP091319,PRJNA347537,NA,347537,SRS1735740,SAMN05892028,simple,9606,Homo sapiens,,,,,not determined,,no,,,,,UNIVERSITY HEIDELBERG,SRA483281,,public,57E9B5797A04D41FC49733293D366A8D,2645D018929D8B74225D4C98A60B84C9
40,ESC,standard,NA,ESC,NA,,ESC,untreated,,H9,SRR4408341,WARN(4),SRX2234713,SRS1735740,SRP091319,Human H9 (WA09) hESC cell line,,H9_Stem_Cells_3,Human H9 (WA09) hESC cell line,2017-04-10 00:00:47,2016-10-10 07:42:49,21606940,2157823802,0,99,1302,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-9/SRR4408341/SRR4408341.1,H9_Stem_Cells_3,RNA-Seq,RANDOM,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP091319,PRJNA347537,NA,347537,SRS1735740,SAMN05892028,simple,9606,Homo sapiens,,,,,not determined,,no,,,,,UNIVERSITY HEIDELBERG,SRA483281,,public,8C4F8274ACCBD8F091B1AECE1E215982,37B150FD0B89D1CE1F02D57429157F82
41,RPE,standard,NA,RPE,NA,,RPE,untreated,,"female, age 39",SRR7626971,PASS,SRX4490875,SRS3613471,SRP155815,fRPESC3,,6,fRPESC3,2018-08-03 12:31:20,2018-08-03 12:17:11,22721788,6813179065,0,299,2521,,https://sra-download.ncbi.nlm.nih.gov/traces/sra69/SRR/007448/SRR7626971,6,RNA-Seq,PCR,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,HiSeq X Ten,SRP155815,PRJNA482035,NA,482035,SRS3613471,SAMN09694771,simple,9606,Homo sapiens,,,,,female,,no,,,,,THE FIRST AFFILIATED HOSPITAL OF NANJING MEDICAL UNIVERSITY,SRA748273,,public,8E92ADE3382128BD34ABADDD8F67C3A3,0121FD1C4B0EB94E07776832C0687969
42,RPE,standard,NA,RPE,NA,,RPE,untreated,,,SRR7626972,PASS,SRX4490874,SRS3613470,SRP155815,fRPESC2,,5,fRPESC2,2018-08-03 13:05:16,2018-08-03 13:01:41,23052243,5514557995,0,239,1997,,https://sra-download.ncbi.nlm.nih.gov/traces/sra69/SRR/007448/SRR7626972,5,RNA-Seq,PCR,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,HiSeq X Ten,SRP155815,PRJNA482035,NA,482035,SRS3613470,SAMN09694770,simple,9606,Homo sapiens,,,,,female,,no,,,,,THE FIRST AFFILIATED HOSPITAL OF NANJING MEDICAL UNIVERSITY,SRA748273,,public,1219ABB9D8B71FDD91E16BF01847396C,395BD4A410C22542A3BD7B161EFCF64D
43,RPE,standard,NA,RPE,NA,,RPE,untreated,,,SRR7626973,PASS,SRX4490873,SRS3613469,SRP155815,fRPESC5,,8,fRPESC5,2018-08-01 00:44:28,2018-07-31 09:01:24,25670184,7694919764,0,299,2908,,https://sra-download.ncbi.nlm.nih.gov/traces/sra68/SRR/007448/SRR7626973,8,RNA-Seq,PCR,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,HiSeq X Ten,SRP155815,PRJNA482035,NA,482035,SRS3613469,SAMN09694773,simple,9606,Homo sapiens,,,,,female,,no,,,,,THE FIRST AFFILIATED HOSPITAL OF NANJING MEDICAL UNIVERSITY,SRA748273,,public,89C470A778AB51E305410BFC073FA82E,12623E1F736A194F39451B01A5E83675
44,RPE,standard,NA,RPE,NA,,RPE,untreated,,,SRR7626974,PASS,SRX4490872,SRS3613468,SRP155815,fRPESC4,,7,fRPESC4,2018-08-01 00:44:28,2018-07-31 09:02:03,26131539,7833150473,0,299,2981,,https://sra-download.ncbi.nlm.nih.gov/traces/sra68/SRR/007448/SRR7626974,7,RNA-Seq,PCR,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,HiSeq X Ten,SRP155815,PRJNA482035,NA,482035,SRS3613468,SAMN09694772,simple,9606,Homo sapiens,,,,,female,,no,,,,,THE FIRST AFFILIATED HOSPITAL OF NANJING MEDICAL UNIVERSITY,SRA748273,,public,E2B443AA77BB18A666F3CA7B7CACDFCB,6BFCADF314539A8E76230C0DF9221F1D
45,RPE,standard,NA,RPE,NA,,RPE,untreated,,,SRR7626975,PASS,SRX4490871,SRS3613467,SRP155815,fRPESC6,,9,fRPESC6,2018-08-01 00:44:28,2018-07-31 09:00:03,25618919,7679386297,0,299,2928,,https://sra-download.ncbi.nlm.nih.gov/traces/sra68/SRR/007448/SRR7626975,9,RNA-Seq,PCR,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,HiSeq X Ten,SRP155815,PRJNA482035,NA,482035,SRS3613467,SAMN09694774,simple,9606,Homo sapiens,,,,,female,,no,,,,,THE FIRST AFFILIATED HOSPITAL OF NANJING MEDICAL UNIVERSITY,SRA748273,,public,3CCF36D8323F2780F088572BC0831606,3896D6480D8FD459E586D9287220D2E9
46,ESC,standard,NA,ESC,NA,,ESC,control,,"H1; Stem cell differentiation timecourse, six time points through induction from induced pluripotency (day0) towards beating cardiomyocytes, mature at day14. H1 ESCs on Days 0, 1, 3, 5, 8 and 14",SRR1639212,PASS,SRX750225,SRS722826,SRP048993,H1ESC_D0I12,,,H1ESC_D0I12,2014-12-03 00:00:00,2014-11-03 17:59:20,86170332,17406407064,86170332,202,10460,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-5/SRR1639212/SRR1639212.1,,RNA-Seq,unspecified,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP048993,PRJNA264090,NA,264090,SRS722826,SAMN03113097,simple,9606,Homo sapiens,,,,,not collected,,no,,,,,MEDICAL COLLEGE OF WISCONSIN,SRA198009,,public,4B47D8F7E1E174925D44F1F53742DBCD,A528FD79736FC4AF186E413CE3BEE6E8
47,ESC,standard,NA,ESC,NA,,ESC,control,,"H1; Stem cell differentiation timecourse, six time points through induction from induced pluripotency (day0) towards beating cardiomyocytes, mature at day14. H1 ESCs on Days 0, 1, 3, 5, 8 and 14",SRR1639243,PASS,SRX750352,SRS736106,SRP048993,H1ESC_D0I6,,H1D0I6_L,H1ESC_D0I6,2014-12-03 00:00:00,2014-11-03 19:04:07,98250519,19846604838,98250519,202,11997,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-5/SRR1639243/SRR1639243.1,H1D0I6_L,RNA-Seq,unspecified,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP048993,PRJNA264090,NA,264090,SRS736106,SAMN03113095,simple,9606,Homo sapiens,,,,,not collected,,no,,,,,MEDICAL COLLEGE OF WISCONSIN,SRA198009,,public,DD9F3F566904AEC1B629F064812A8899,0D2203696075965A0815B4970CF6A4B2
48,ESC,test,NA,ESC.d,NA,,ESC,D1 cardiomyocyte differentiation,,"H1; Stem cell differentiation timecourse, six time points through induction from induced pluripotency (day0) towards beating cardiomyocytes, mature at day14. H1 ESCs on Days 0, 1, 3, 5, 8 and 14",SRR1639251,PASS,SRX750364,SRS736114,SRP048993,H1ESC_D1T3,,H1D1T3_L,H1ESC_D1T3,2014-12-03 00:00:00,2014-11-03 20:13:17,96995425,19593075850,96995425,202,12903,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-5/SRR1639251/SRR1639251.1,H1D1T3_L,RNA-Seq,unspecified,TRANSCRIPTOMIC,PAIRED,300,0,ILLUMINA,Illumina HiSeq 2000,SRP048993,PRJNA264090,NA,264090,SRS736114,SAMN03113100,simple,9606,Homo sapiens,,,,,not collected,,no,,,,,MEDICAL COLLEGE OF WISCONSIN,SRA198009,,public,78EF27B187DD88AF9A63A0C521AE1A1E,640E9E9049AEB18747E5B9B61453AED3
49,ESC,test,NA,ESC.d,NA,,ESC,D1 cardiomyocyte differentiation,,"H1; Stem cell differentiation timecourse, six time points through induction from induced pluripotency (day0) towards beating cardiomyocytes, mature at day14. H1 ESCs on Days 0, 1, 3, 5, 8 and 14",SRR1639273,PASS,SRX750377,SRS736124,SRP048993,H1ESC_D1T4,,H1D1T4_L,H1ESC_D1T4,2014-12-03 00:00:00,2014-11-03 20:27:03,93746308,18936754216,93746308,202,12461,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-5/SRR1639273/SRR1639273.1,H1D1T4_L,RNA-Seq,unspecified,TRANSCRIPTOMIC,PAIRED,300,0,ILLUMINA,Illumina HiSeq 2000,SRP048993,PRJNA264090,NA,264090,SRS736124,SAMN03113101,simple,9606,Homo sapiens,,,,,not collected,,no,,,,,MEDICAL COLLEGE OF WISCONSIN,SRA198009,,public,6F10D3DD4391987044341ED392DF75E7,FCFD72536DE6B57C9B29D9DEB763D470
50,ESC,test,NA,ESC.d,NA,,ESC,D3 cardiomyocyte differentiation,,"H1; Stem cell differentiation timecourse, six time points through induction from induced pluripotency (day0) towards beating cardiomyocytes, mature at day14. H1 ESCs on Days 0, 1, 3, 5, 8 and 14",SRR1639278,PASS,SRX750381,SRS736127,SRP048993,H1ESC_D3I12,,H1D3I12,H1ESC_D3I12,2014-12-03 00:00:00,2014-11-03 20:12:19,83427911,16852438022,83427911,202,10068,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-5/SRR1639278/SRR1639278.1,H1D3I12,RNA-Seq,unspecified,TRANSCRIPTOMIC,PAIRED,300,0,ILLUMINA,Illumina HiSeq 2000,SRP048993,PRJNA264090,NA,264090,SRS736127,SAMN03113102,simple,9606,Homo sapiens,,,,,not collected,,no,,,,,MEDICAL COLLEGE OF WISCONSIN,SRA198009,,public,14653626879D981883239F30DD1094CB,E515CBCE9094008C38E6A7FA5C86A23F
51,ESC,test,NA,ESC.d,NA,,ESC,D3 cardiomyocyte differentiation,,"H1; Stem cell differentiation timecourse, six time points through induction from induced pluripotency (day0) towards beating cardiomyocytes, mature at day14. H1 ESCs on Days 0, 1, 3, 5, 8 and 14",SRR1639279,PASS,SRX750382,SRS736128,SRP048993,H1ESC_D3I6,,H1D3I6-L,H1ESC_D3I6,2014-12-03 00:00:00,2014-11-03 20:19:26,97940759,19784033318,97940759,202,11858,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-5/SRR1639279/SRR1639279.1,H1D3I6-L,RNA-Seq,unspecified,TRANSCRIPTOMIC,PAIRED,300,0,ILLUMINA,Illumina HiSeq 2000,SRP048993,PRJNA264090,NA,264090,SRS736128,SAMN03113103,simple,9606,Homo sapiens,,,,,not collected,,no,,,,,MEDICAL COLLEGE OF WISCONSIN,SRA198009,,public,903F858C2ADEAC5284F83D5E0493D896,37DF1CFBFB835CBBAE22297A7D125143
52,ESC,test,NA,ESC.d,NA,,ESC,D5 cardiomyocyte differentiation,,"H1; Stem cell differentiation timecourse, six time points through induction from induced pluripotency (day0) towards beating cardiomyocytes, mature at day14. H1 ESCs on Days 0, 1, 3, 5, 8 and 14",SRR1693600,PASS,SRX796400,SRS779796,SRP048993,H1ESC_D5T7,,H1D5T7,H1ESC_D5T7,2014-12-04 17:42:10,2014-12-04 16:42:45,93965540,18981039080,93965540,202,12460,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-2/SRR1693600/SRR1693600.1,H1D5T7,RNA-Seq,unspecified,TRANSCRIPTOMIC,PAIRED,300,0,ILLUMINA,Illumina HiSeq 2000,SRP048993,PRJNA264090,NA,264090,SRS779796,SAMN03113104,simple,9606,Homo sapiens,,,,,not collected,,no,,,,,MEDICAL COLLEGE OF WISCONSIN,SRA198009,,public,7CE4FA0FB2309B3C97D311752AB01C9A,EE57E9EC4FC5C5CA0C16F8B89CD4FD77
53,ESC,test,NA,ESC.d,NA,,ESC,D5 cardiomyocyte differentiation,,"H1; Stem cell differentiation timecourse, six time points through induction from induced pluripotency (day0) towards beating cardiomyocytes, mature at day14. H1 ESCs on Days 0, 1, 3, 5, 8 and 14",SRR1693614,PASS,SRX796417,SRS779810,SRP048993,H1ESC_D5T8,,H1D5T8,H1ESC_D5T8,2014-12-04 17:15:10,2014-12-04 17:06:02,92356675,18656048350,92356675,202,12296,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-2/SRR1693614/SRR1693614.1,H1D5T8,RNA-Seq,unspecified,TRANSCRIPTOMIC,PAIRED,300,0,ILLUMINA,Illumina HiSeq 2000,SRP048993,PRJNA264090,NA,264090,SRS779810,SAMN03113105,simple,9606,Homo sapiens,,,,,not collected,,no,,,,,MEDICAL COLLEGE OF WISCONSIN,SRA198009,,public,89E8D3EAC1C3CBD7BC34372BDBBC3064,1669763E436B179E55307CA2F00F0814
54,derived cardiomyocytes,test,cardiomyocytes,derived cardiomyocyte,ESC,,derived cardiomyocytes,D14,,"H1; Stem cell differentiation timecourse, six time points through induction from induced pluripotency (day0) towards beating cardiomyocytes, mature at day14. H1 ESCs on Days 0, 1, 3, 5, 8 and 14",SRR1693631,PASS,SRX796429,SRS779819,SRP048993,H1ESC_D14T11,,H1D14T11,H1ESC_D14T11,2014-12-04 17:24:10,2014-12-04 17:16:16,88901263,17958055126,88901263,202,11480,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-2/SRR1693631/SRR1693631.1,H1D14T11,RNA-Seq,unspecified,TRANSCRIPTOMIC,PAIRED,300,0,ILLUMINA,Illumina HiSeq 2000,SRP048993,PRJNA264090,NA,264090,SRS779819,SAMN03113098,simple,9606,Homo sapiens,,,,,not collected,,no,,,,,MEDICAL COLLEGE OF WISCONSIN,SRA198009,,public,9E6A2E7220EDFCDD91A4DB53BA58EA1D,B2D91082C50357F6640DB03220A215D9
55,derived cardiomyocytes,test,cardiomyocytes,derived cardiomyocyte,ESC,,derived cardiomyocytes,D14,,"H1; Stem cell differentiation timecourse, six time points through induction from induced pluripotency (day0) towards beating cardiomyocytes, mature at day14. H1 ESCs on Days 0, 1, 3, 5, 8 and 14",SRR1693632,PASS,SRX796437,SRS779827,SRP048993,H1ESC_D14T12,,H1D14T12,H1ESC_D14T12,2014-12-04 17:27:10,2014-12-04 17:17:48,94381984,19065160768,94381984,202,12248,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-2/SRR1693632/SRR1693632.1,H1D14T12,RNA-Seq,unspecified,TRANSCRIPTOMIC,PAIRED,300,0,ILLUMINA,Illumina HiSeq 2000,SRP048993,PRJNA264090,NA,264090,SRS779827,SAMN03113099,simple,9606,Homo sapiens,,,,,not collected,,no,,,,,MEDICAL COLLEGE OF WISCONSIN,SRA198009,,public,11B002614D16CB3A304832AEDFBBEC45,AC42656B73EFFB509449567A755A4B15
56,ESC,standard,NA,ESC,NA,,ESC,control,,H1,SRR521477,PASS,SRX159824,SRS350176,SRP014320,GSM958733,GSE33480,GSM958733: Caltech_RnaSeq_H1-hESC_2x75_200,GSM958733,2012-07-17 09:11:46,2012-07-13 15:46:01,24277670,3690205840,24277670,152,2421,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-2/SRR521477/SRR521477.1,GSM958733: Caltech_RnaSeq_H1-hESC_2x75_200,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina Genome Analyzer,SRP014320,,NA,0,SRS350176,SAMN01087947,simple,9606,Homo sapiens,,,,,,,no,,,,,GEO,SRA047927,,public,ADC2274D902D1EACDC3D2756E0445E00,6CC75EC0EC215B0AD4E7B265875D24E0
57,ESC,standard,NA,ESC,NA,,ESC,control,,H1,SRR521478,PASS,SRX159824,SRS350176,SRP014320,GSM958733,GSE33480,GSM958733: Caltech_RnaSeq_H1-hESC_2x75_200,GSM958733,2012-07-17 09:11:46,2012-07-13 15:47:36,24250248,3686037696,24250248,152,2419,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-2/SRR521478/SRR521478.1,GSM958733: Caltech_RnaSeq_H1-hESC_2x75_200,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina Genome Analyzer,SRP014320,,NA,0,SRS350176,SAMN01087947,simple,9606,Homo sapiens,,,,,,,no,,,,,GEO,SRA047927,,public,255785A738CB02E0C9B471643B459946,019E0FB6C2039F5057146EAA1D311B69
58,ESC,standard,NA,ESC,NA,,ESC,control,,H1,SRR521479,PASS,SRX159824,SRS350176,SRP014320,GSM958733,GSE33480,GSM958733: Caltech_RnaSeq_H1-hESC_2x75_200,GSM958733,2012-07-17 09:11:46,2012-07-13 15:47:37,25129294,3819652688,25129294,152,2498,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-2/SRR521479/SRR521479.1,GSM958733: Caltech_RnaSeq_H1-hESC_2x75_200,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina Genome Analyzer,SRP014320,,NA,0,SRS350176,SAMN01087947,simple,9606,Homo sapiens,,,,,,,no,,,,,GEO,SRA047927,,public,85E0F1CC56F64A94C557FAB63E11937F,77B29375B77E5B4575AF0D56EC70699C
59,ESC,standard,NA,ESC,NA,,ESC,control,,H1,SRR521480,PASS,SRX159824,SRS350176,SRP014320,GSM958733,GSE33480,GSM958733: Caltech_RnaSeq_H1-hESC_2x75_200,GSM958733,2012-07-17 09:11:46,2012-07-13 15:47:44,25041443,3806299336,25041443,152,2483,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-2/SRR521480/SRR521480.1,GSM958733: Caltech_RnaSeq_H1-hESC_2x75_200,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina Genome Analyzer,SRP014320,,NA,0,SRS350176,SAMN01087947,simple,9606,Homo sapiens,,,,,,,no,,,,,GEO,SRA047927,,public,CE3F13BB709B8D6A3A2E4A233072E824,9C7A0D9E91F5243A1DD841FEABA4DA1B
60,ESC,standard,NA,ESC,NA,,ESC,control,,H1,SRR521481,PASS,SRX159824,SRS350176,SRP014320,GSM958733,GSE33480,GSM958733: Caltech_RnaSeq_H1-hESC_2x75_200,GSM958733,2012-07-17 09:11:46,2012-07-13 15:47:45,25483307,3873462664,25483307,152,2521,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-2/SRR521481/SRR521481.1,GSM958733: Caltech_RnaSeq_H1-hESC_2x75_200,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina Genome Analyzer,SRP014320,,NA,0,SRS350176,SAMN01087947,simple,9606,Homo sapiens,,,,,,,no,,,,,GEO,SRA047927,,public,570B72CECE43155E551ABBAD62591B30,04A529682AAEF888D99E7B97B4B70E9F
61,ESC,standard,NA,ESC,NA,,ESC,control,,H1,SRR521482,PASS,SRX159824,SRS350176,SRP014320,GSM958733,GSE33480,GSM958733: Caltech_RnaSeq_H1-hESC_2x75_200,GSM958733,2012-07-17 09:11:46,2012-07-13 15:48:39,24809275,3771009800,24809275,152,2437,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-2/SRR521482/SRR521482.1,GSM958733: Caltech_RnaSeq_H1-hESC_2x75_200,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina Genome Analyzer,SRP014320,,NA,0,SRS350176,SAMN01087947,simple,9606,Homo sapiens,,,,,,,no,,,,,GEO,SRA047927,,public,2FAC315735D518899118CEFA6205C09E,B0E0A609573484A9DE1AE8C6458E833F
62,ESC,standard,NA,ESC,NA,,ESC,control,,H1,SRR521483,PASS,SRX159824,SRS350176,SRP014320,GSM958733,GSE33480,GSM958733: Caltech_RnaSeq_H1-hESC_2x75_200,GSM958733,2012-07-17 09:11:46,2012-07-13 15:31:53,17721151,3579672502,17721151,202,2257,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-2/SRR521483/SRR521483.1,GSM958733: Caltech_RnaSeq_H1-hESC_2x75_200,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina Genome Analyzer,SRP014320,,NA,0,SRS350176,SAMN01087947,simple,9606,Homo sapiens,,,,,,,no,,,,,GEO,SRA047927,,public,25132A14E6386B6D5B55209DABDE7F36,A6D2EA2ABBD986844AED941CF44B71A9
63,ESC,standard,NA,ESC,NA,,ESC,control,,H1,SRR521484,PASS,SRX159824,SRS350176,SRP014320,GSM958733,GSE33480,GSM958733: Caltech_RnaSeq_H1-hESC_2x75_200,GSM958733,2012-07-17 09:11:46,2012-07-13 15:33:15,22013489,4446724778,22013489,202,2645,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-2/SRR521484/SRR521484.1,GSM958733: Caltech_RnaSeq_H1-hESC_2x75_200,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina Genome Analyzer,SRP014320,,NA,0,SRS350176,SAMN01087947,simple,9606,Homo sapiens,,,,,,,no,,,,,GEO,SRA047927,,public,1FC2EFD5B9E6C5393C56C43FEB6F1555,3EC49155568200C5AED9584CEC79DAB5
